"Case Number","Severity","Opened Date","Case Owner"
"217770","Sev-2: High","9/8/2017","Miriam Rios"
"217806","Sev-2: High","9/8/2017","Miriam Rios"
"217840","Sev-2: High","9/11/2017","Miriam Rios"
"217857","Sev-2: High","9/11/2017","Miriam Rios"
"217863","Sev-2: High","9/11/2017","Miriam Rios"
"217870","Sev-2: High","9/11/2017","Miriam Rios"
"218069","Sev-2: High","9/13/2017","Miriam Rios"
"218088","Sev-2: High","9/14/2017","Miriam Rios"
"218090","Sev-2: High","9/14/2017","Miriam Rios"
"218098","Sev-2: High","9/14/2017","Miriam Rios"
"218104","Sev-2: High","9/14/2017","Miriam Rios"
"218117","Sev-2: High","9/14/2017","Miriam Rios"
"218125","Sev-2: High","9/14/2017","Miriam Rios"
"218171","Sev-2: High","9/15/2017","Miriam Rios"
"218180","Sev-2: High","9/15/2017","Miriam Rios"
"218183","Sev-2: High","9/15/2017","Miriam Rios"
"218188","Sev-2: High","9/15/2017","Miriam Rios"
"218195","Sev-2: High","9/15/2017","Miriam Rios"
"218196","Sev-2: High","9/15/2017","Miriam Rios"
"218245","Sev-2: High","9/18/2017","Miriam Rios"
"218249","Sev-2: High","9/18/2017","Miriam Rios"
"218298","Sev-2: High","9/18/2017","Miriam Rios"
"218326","Sev-2: High","9/18/2017","Miriam Rios"
"218372","Sev-2: High","9/18/2017","Miriam Rios"
"218376","Sev-2: High","9/19/2017","Miriam Rios"
"218390","Sev-2: High","9/19/2017","Miriam Rios"
"218458","Sev-2: High","9/19/2017","Miriam Rios"
"218489","Sev-2: High","9/20/2017","Miriam Rios"
"218507","Sev-2: High","9/20/2017","Miriam Rios"
"218518","Sev-2: High","9/20/2017","Miriam Rios"
"218528","Sev-2: High","9/20/2017","Miriam Rios"
"218544","Sev-2: High","9/20/2017","Miriam Rios"
"218562","Sev-2: High","9/20/2017","Miriam Rios"
"218569","Sev-2: High","9/20/2017","Miriam Rios"
"218572","Sev-2: High","9/20/2017","Miriam Rios"
"218573","Sev-2: High","9/20/2017","Miriam Rios"
"218581","Sev-1: Mission Critical","9/21/2017","Miriam Rios"
"218598","Sev-2: High","9/21/2017","Miriam Rios"
"218614","Sev-2: High","9/21/2017","Miriam Rios"
"218666","Sev-2: High","9/22/2017","Miriam Rios"
"218751","Sev-2: High","9/25/2017","Miriam Rios"
"218754","Sev-2: High","9/25/2017","Miriam Rios"
"218776","Sev-2: High","9/25/2017","Miriam Rios"
"218790","Sev-2: High","9/25/2017","Miriam Rios"
"218881","Sev-2: High","9/26/2017","Miriam Rios"
"218889","Sev-2: High","9/26/2017","Miriam Rios"
"218959","Sev-2: High","9/27/2017","Miriam Rios"
"218960","Sev-2: High","9/27/2017","Miriam Rios"
"218981","Sev-2: High","9/27/2017","Miriam Rios"
"219041","Sev-2: High","9/28/2017","Miriam Rios"
"217428","Sev-2: High","9/1/2017","Sean Yates"
"217433","Sev-2: High","9/1/2017","Sean Yates"
"217442","Sev-2: High","9/3/2017","Sean Yates"
"217449","Sev-1: Mission Critical","9/4/2017","Sean Yates"
"217463","Sev-2: High","9/5/2017","Sean Yates"
"217490","Sev-1: Mission Critical","9/5/2017","Sean Yates"
"217491","Sev-1: Mission Critical","9/5/2017","Sean Yates"
"217543","Sev-2: High","9/5/2017","Sean Yates"
"217590","Sev-2: High","9/6/2017","Sean Yates"
"217613","Sev-2: High","9/6/2017","Sean Yates"
"217614","Sev-2: High","9/6/2017","Sean Yates"
"217615","Sev-2: High","9/6/2017","Sean Yates"
"217619","Sev-2: High","9/6/2017","Sean Yates"
"217620","Sev-2: High","9/6/2017","Sean Yates"
"217622","Sev-2: High","9/7/2017","Sean Yates"
"217639","Sev-2: High","9/7/2017","Sean Yates"
"217643","Sev-2: High","9/7/2017","Sean Yates"
"217667","Sev-2: High","9/7/2017","Sean Yates"
"217729","Sev-2: High","9/8/2017","Sean Yates"
"217758","Sev-2: High","9/8/2017","Sean Yates"
"217807","Sev-2: High","9/9/2017","Sean Yates"
"217808","Sev-2: High","9/9/2017","Sean Yates"
"217809","Sev-2: High","9/9/2017","Sean Yates"
"217810","Sev-2: High","9/9/2017","Sean Yates"
"217811","Sev-2: High","9/9/2017","Sean Yates"
"217812","Sev-2: High","9/9/2017","Sean Yates"
"217813","Sev-2: High","9/9/2017","Sean Yates"
"217814","Sev-2: High","9/9/2017","Sean Yates"
"217815","Sev-2: High","9/9/2017","Sean Yates"
"217818","Sev-2: High","9/10/2017","Sean Yates"
"217885","Sev-2: High","9/11/2017","Sean Yates"
"217897","Sev-2: High","9/11/2017","Sean Yates"
"217901","Sev-2: High","9/12/2017","Sean Yates"
"218212","Sev-2: High","9/15/2017","Sean Yates"
"218289","Sev-2: High","9/18/2017","Sean Yates"
"218346","Sev-2: High","9/18/2017","Sean Yates"
"218375","Sev-2: High","9/19/2017","Sean Yates"
"218378","Sev-2: High","9/19/2017","Sean Yates"
"218389","Sev-1: Mission Critical","9/19/2017","Sean Yates"
"218394","Sev-2: High","9/19/2017","Sean Yates"
"218405","Sev-2: High","9/19/2017","Sean Yates"
"218445","Sev-2: High","9/19/2017","Sean Yates"
"218454","Sev-1: Mission Critical","9/19/2017","Sean Yates"
"218491","Sev-2: High","9/20/2017","Sean Yates"
"218494","Sev-2: High","9/20/2017","Sean Yates"
"218501","Sev-2: High","9/20/2017","Sean Yates"
"218563","Sev-2: High","9/20/2017","Sean Yates"
"218583","Sev-2: High","9/21/2017","Sean Yates"
"218600","Sev-2: High","9/21/2017","Sean Yates"
"218601","Sev-2: High","9/21/2017","Sean Yates"
"218752","Sev-2: High","9/25/2017","Sean Yates"
"218764","Sev-2: High","9/25/2017","Sean Yates"
"218781","Sev-2: High","9/25/2017","Sean Yates"
"218792","Sev-2: High","9/25/2017","Sean Yates"
"218802","Sev-2: High","9/25/2017","Sean Yates"
"218804","Sev-2: High","9/25/2017","Sean Yates"
"218828","Sev-2: High","9/25/2017","Sean Yates"
"218844","Sev-2: High","9/25/2017","Sean Yates"
"218864","Sev-2: High","9/26/2017","Sean Yates"
"218878","Sev-2: High","9/26/2017","Sean Yates"
"218879","Sev-2: High","9/26/2017","Sean Yates"
"218910","Sev-2: High","9/26/2017","Sean Yates"
"219035","Sev-2: High","9/28/2017","Sean Yates"
"219093","Sev-2: High","9/29/2017","Sean Yates"
"219124","Sev-2: High","9/29/2017","Sean Yates"
"219146","Sev-2: High","9/29/2017","Sean Yates"
"219148","Sev-2: High","9/29/2017","Sean Yates"
"219154","Sev-2: High","9/29/2017","Sean Yates"
"219166","Sev-2: High","10/1/2017","Eric Thomas"
"219440","Sev-1: Mission Critical","10/5/2017","Eric Thomas"
"219818","Sev-2: High","10/12/2017","Eric Thomas"
"219834","Sev-1: Mission Critical","10/12/2017","Eric Thomas"
"220051","Sev-1: Mission Critical","10/16/2017","Eric Thomas"
"220209","Sev-1: Mission Critical","10/18/2017","Eric Thomas"
"220375","Sev-1: Mission Critical","10/20/2017","Eric Thomas"
"219174","Sev-2: High","10/2/2017","Miriam Rios"
"219190","Sev-2: High","10/2/2017","Miriam Rios"
"219206","Sev-2: High","10/2/2017","Miriam Rios"
"219229","Sev-2: High","10/2/2017","Miriam Rios"
"219239","Sev-2: High","10/2/2017","Miriam Rios"
"219265","Sev-2: High","10/2/2017","Miriam Rios"
"219305","Sev-2: High","10/3/2017","Miriam Rios"
"219307","Sev-2: High","10/3/2017","Miriam Rios"
"219313","Sev-2: High","10/3/2017","Miriam Rios"
"219372","Sev-2: High","10/4/2017","Miriam Rios"
"219376","Sev-2: High","10/4/2017","Miriam Rios"
"219439","Sev-1: Mission Critical","10/5/2017","Miriam Rios"
"219457","Sev-2: High","10/5/2017","Miriam Rios"
"219474","Sev-2: High","10/5/2017","Miriam Rios"
"219478","Sev-2: High","10/5/2017","Miriam Rios"
"219529","Sev-2: High","10/6/2017","Miriam Rios"
"219539","Sev-2: High","10/6/2017","Miriam Rios"
"219575","Sev-2: High","10/8/2017","Miriam Rios"
"219581","Sev-2: High","10/9/2017","Miriam Rios"
"219626","Sev-2: High","10/9/2017","Miriam Rios"
"219707","Sev-2: High","10/10/2017","Miriam Rios"
"219714","Sev-2: High","10/10/2017","Miriam Rios"
"219719","Sev-2: High","10/10/2017","Miriam Rios"
"219722","Sev-2: High","10/10/2017","Miriam Rios"
"219731","Sev-2: High","10/11/2017","Miriam Rios"
"219753","Sev-2: High","10/11/2017","Miriam Rios"
"219760","Sev-2: High","10/11/2017","Miriam Rios"
"219761","Sev-2: High","10/11/2017","Miriam Rios"
"219762","Sev-2: High","10/11/2017","Miriam Rios"
"219776","Sev-2: High","10/11/2017","Miriam Rios"
"219785","Sev-2: High","10/11/2017","Miriam Rios"
"219789","Sev-2: High","10/11/2017","Miriam Rios"
"219801","Sev-2: High","10/11/2017","Miriam Rios"
"219815","Sev-2: High","10/12/2017","Miriam Rios"
"219817","Sev-2: High","10/12/2017","Miriam Rios"
"219822","Sev-2: High","10/12/2017","Miriam Rios"
"219828","Sev-2: High","10/12/2017","Miriam Rios"
"219837","Sev-2: High","10/12/2017","Miriam Rios"
"219844","Sev-2: High","10/12/2017","Miriam Rios"
"219848","Sev-2: High","10/12/2017","Miriam Rios"
"219902","Sev-2: High","10/13/2017","Miriam Rios"
"219903","Sev-2: High","10/13/2017","Miriam Rios"
"219912","Sev-2: High","10/13/2017","Miriam Rios"
"219917","Sev-2: High","10/13/2017","Miriam Rios"
"219918","Sev-2: High","10/13/2017","Miriam Rios"
"219919","Sev-2: High","10/13/2017","Miriam Rios"
"219924","Sev-2: High","10/13/2017","Miriam Rios"
"219929","Sev-2: High","10/13/2017","Miriam Rios"
"219934","Sev-2: High","10/13/2017","Miriam Rios"
"219940","Sev-2: High","10/13/2017","Miriam Rios"
"219944","Sev-2: High","10/13/2017","Miriam Rios"
"220008","Sev-2: High","10/16/2017","Miriam Rios"
"220012","Sev-2: High","10/16/2017","Miriam Rios"
"220026","Sev-2: High","10/16/2017","Miriam Rios"
"220043","Sev-2: High","10/16/2017","Miriam Rios"
"220045","Sev-2: High","10/16/2017","Miriam Rios"
"220048","Sev-2: High","10/16/2017","Miriam Rios"
"220056","Sev-2: High","10/16/2017","Miriam Rios"
"220085","Sev-3: Medium","10/16/2017","Miriam Rios"
"220098","Sev-2: High","10/17/2017","Miriam Rios"
"220155","Sev-2: High","10/17/2017","Miriam Rios"
"220158","Sev-2: High","10/17/2017","Miriam Rios"
"220192","Sev-1: Mission Critical","10/18/2017","Miriam Rios"
"220239","Sev-2: High","10/18/2017","Miriam Rios"
"220301","Sev-2: High","10/19/2017","Miriam Rios"
"220327","Sev-2: High","10/19/2017","Miriam Rios"
"220365","Sev-2: High","10/20/2017","Miriam Rios"
"220404","Sev-2: High","10/20/2017","Miriam Rios"
"220423","Sev-2: High","10/20/2017","Miriam Rios"
"220466","Sev-2: High","10/23/2017","Miriam Rios"
"220468","Sev-2: High","10/23/2017","Miriam Rios"
"220482","Sev-2: High","10/23/2017","Miriam Rios"
"220489","Sev-2: High","10/23/2017","Miriam Rios"
"220496","Sev-2: High","10/23/2017","Miriam Rios"
"220498","Sev-2: High","10/23/2017","Miriam Rios"
"220502","Sev-2: High","10/23/2017","Miriam Rios"
"220507","Sev-1: Mission Critical","10/23/2017","Miriam Rios"
"220511","Sev-2: High","10/23/2017","Miriam Rios"
"220513","Sev-2: High","10/23/2017","Miriam Rios"
"220515","Sev-2: High","10/23/2017","Miriam Rios"
"220540","Sev-2: High","10/23/2017","Miriam Rios"
"220545","Sev-2: High","10/23/2017","Miriam Rios"
"220546","Sev-2: High","10/23/2017","Miriam Rios"
"220552","Sev-2: High","10/23/2017","Miriam Rios"
"220556","Sev-2: High","10/23/2017","Miriam Rios"
"220582","Sev-2: High","10/24/2017","Miriam Rios"
"220590","Sev-2: High","10/24/2017","Miriam Rios"
"220595","Sev-2: High","10/24/2017","Miriam Rios"
"220616","Sev-2: High","10/24/2017","Miriam Rios"
"220627","Sev-2: High","10/24/2017","Miriam Rios"
"220629","Sev-2: High","10/24/2017","Miriam Rios"
"220640","Sev-1: Mission Critical","10/24/2017","Miriam Rios"
"220668","Sev-2: High","10/25/2017","Miriam Rios"
"220669","Sev-2: High","10/25/2017","Miriam Rios"
"220677","Sev-2: High","10/25/2017","Miriam Rios"
"220683","Sev-2: High","10/25/2017","Miriam Rios"
"220685","Sev-2: High","10/25/2017","Miriam Rios"
"220708","Sev-2: High","10/25/2017","Miriam Rios"
"220709","Sev-2: High","10/25/2017","Miriam Rios"
"220714","Sev-2: High","10/25/2017","Miriam Rios"
"220726","Sev-2: High","10/26/2017","Miriam Rios"
"220728","Sev-2: High","10/26/2017","Miriam Rios"
"220743","Sev-2: High","10/26/2017","Miriam Rios"
"220792","Sev-2: High","10/26/2017","Miriam Rios"
"220798","Sev-2: High","10/27/2017","Miriam Rios"
"220805","Sev-2: High","10/27/2017","Miriam Rios"
"220812","Sev-2: High","10/27/2017","Miriam Rios"
"220825","Sev-2: High","10/27/2017","Miriam Rios"
"220832","Sev-2: High","10/27/2017","Miriam Rios"
"220838","Sev-2: High","10/27/2017","Miriam Rios"
"220839","Sev-2: High","10/27/2017","Miriam Rios"
"220861","Sev-2: High","10/28/2017","Miriam Rios"
"220862","Sev-2: High","10/28/2017","Miriam Rios"
"220866","Sev-2: High","10/29/2017","Miriam Rios"
"220868","Sev-2: High","10/29/2017","Miriam Rios"
"220869","Sev-2: High","10/29/2017","Miriam Rios"
"220870","Sev-2: High","10/29/2017","Miriam Rios"
"220875","Sev-2: High","10/30/2017","Miriam Rios"
"220897","Sev-2: High","10/30/2017","Miriam Rios"
"220906","Sev-2: High","10/30/2017","Miriam Rios"
"220926","Sev-2: High","10/30/2017","Miriam Rios"
"220940","Sev-2: High","10/30/2017","Miriam Rios"
"220952","Sev-2: High","10/30/2017","Miriam Rios"
"221033","Sev-2: High","10/31/2017","Miriam Rios"
"221043","Sev-2: High","10/31/2017","Miriam Rios"
"221058","Sev-2: High","10/31/2017","Miriam Rios"
"221059","Sev-2: High","10/31/2017","Miriam Rios"
"219192","Sev-2: High","10/2/2017","Sean Yates"
"219309","Sev-2: High","10/3/2017","Sean Yates"
"219364","Sev-2: High","10/4/2017","Sean Yates"
"219366","Sev-2: High","10/4/2017","Sean Yates"
"219368","Sev-2: High","10/4/2017","Sean Yates"
"219391","Sev-2: High","10/4/2017","Sean Yates"
"219402","Sev-2: High","10/4/2017","Sean Yates"
"219404","Sev-2: High","10/4/2017","Sean Yates"
"219407","Sev-2: High","10/4/2017","Sean Yates"
"219413","Sev-2: High","10/4/2017","Sean Yates"
"219414","Sev-2: High","10/4/2017","Sean Yates"
"219419","Sev-2: High","10/4/2017","Sean Yates"
"219456","Sev-2: High","10/5/2017","Sean Yates"
"219482","Sev-2: High","10/5/2017","Sean Yates"
"219496","Sev-2: High","10/5/2017","Sean Yates"
"219507","Sev-2: High","10/5/2017","Sean Yates"
"219545","Sev-2: High","10/6/2017","Sean Yates"
"219552","Sev-2: High","10/6/2017","Sean Yates"
"219553","Sev-2: High","10/6/2017","Sean Yates"
"219560","Sev-2: High","10/6/2017","Sean Yates"
"219567","Sev-2: High","10/8/2017","Sean Yates"
"219589","Sev-2: High","10/9/2017","Sean Yates"
"219594","Sev-2: High","10/9/2017","Sean Yates"
"219603","Sev-2: High","10/9/2017","Sean Yates"
"219646","Sev-2: High","10/9/2017","Sean Yates"
"219709","Sev-2: High","10/10/2017","Sean Yates"
"219716","Sev-2: High","10/10/2017","Sean Yates"
"219740","Sev-2: High","10/11/2017","Sean Yates"
"219797","Sev-2: High","10/11/2017","Sean Yates"
"219802","Sev-1: Mission Critical","10/11/2017","Sean Yates"
"219808","Sev-2: High","10/11/2017","Sean Yates"
"219811","Sev-2: High","10/12/2017","Sean Yates"
"219841","Sev-2: High","10/12/2017","Sean Yates"
"219842","Sev-2: High","10/12/2017","Sean Yates"
"219851","Sev-2: High","10/12/2017","Sean Yates"
"219853","Sev-2: High","10/12/2017","Sean Yates"
"219922","Sev-2: High","10/13/2017","Sean Yates"
"220052","Sev-2: High","10/16/2017","Sean Yates"
"220091","Sev-2: High","10/17/2017","Sean Yates"
"220120","Sev-1: Mission Critical","10/17/2017","Sean Yates"
"220130","Sev-2: High","10/17/2017","Sean Yates"
"220247","Sev-2: High","10/18/2017","Sean Yates"
"220262","Sev-2: High","10/18/2017","Sean Yates"
"220351","Sev-2: High","10/19/2017","Sean Yates"
"220354","Sev-2: High","10/19/2017","Sean Yates"
"220356","Sev-2: High","10/19/2017","Sean Yates"
"220382","Sev-2: High","10/20/2017","Sean Yates"
"220403","Sev-2: High","10/20/2017","Sean Yates"
"220419","Sev-2: High","10/20/2017","Sean Yates"
"220480","Sev-2: High","10/23/2017","Sean Yates"
"220500","Sev-2: High","10/23/2017","Sean Yates"
"220542","Sev-2: High","10/23/2017","Sean Yates"
"220565","Sev-2: High","10/24/2017","Sean Yates"
"220601","Sev-2: High","10/24/2017","Sean Yates"
"220660","Sev-2: High","10/25/2017","Sean Yates"
"220740","Sev-2: High","10/26/2017","Sean Yates"
"220741","Sev-2: High","10/26/2017","Sean Yates"
"220810","Sev-2: High","10/27/2017","Sean Yates"
"220826","Sev-2: High","10/27/2017","Sean Yates"
"220827","Sev-2: High","10/27/2017","Sean Yates"
"220843","Sev-2: High","10/27/2017","Sean Yates"
"220915","Sev-2: High","10/30/2017","Sean Yates"
"220941","Sev-2: High","10/30/2017","Sean Yates"
"220951","Sev-2: High","10/30/2017","Sean Yates"
"221015","Sev-2: High","10/31/2017","Sean Yates"
"221016","Sev-2: High","10/31/2017","Sean Yates"
"221018","Sev-2: High","10/31/2017","Sean Yates"
"221019","Sev-2: High","10/31/2017","Sean Yates"
"222201","Sev-2: High","11/16/2017","David Justice"
"221072","Sev-2: High","11/1/2017","Eric Thomas"
"221262","Sev-2: High","11/2/2017","Eric Thomas"
"221413","Sev-1: Mission Critical","11/6/2017","Eric Thomas"
"221542","Sev-2: High","11/7/2017","Eric Thomas"
"221589","Sev-2: High","11/7/2017","Eric Thomas"
"221746","Sev-2: High","11/9/2017","Eric Thomas"
"221999","Sev-2: High","11/14/2017","Eric Thomas"
"222068","Sev-2: High","11/14/2017","Eric Thomas"
"222120","Sev-2: High","11/15/2017","Eric Thomas"
"222161","Sev-1: Mission Critical","11/15/2017","Eric Thomas"
"222171","Sev-1: Mission Critical","11/15/2017","Eric Thomas"
"222200","Sev-2: High","11/16/2017","Eric Thomas"
"222227","Sev-2: High","11/16/2017","Eric Thomas"
"222283","Sev-2: High","11/17/2017","Eric Thomas"
"222404","Sev-2: High","11/20/2017","Eric Thomas"
"222419","Sev-2: High","11/20/2017","Eric Thomas"
"222490","Sev-2: High","11/21/2017","Eric Thomas"
"222494","Sev-2: High","11/21/2017","Eric Thomas"
"222496","Sev-2: High","11/21/2017","Eric Thomas"
"222614","Sev-1: Mission Critical","11/22/2017","Eric Thomas"
"222826","Sev-2: High","11/28/2017","Eric Thomas"
"222875","Sev-2: High","11/29/2017","Eric Thomas"
"222898","Sev-2: High","11/29/2017","Eric Thomas"
"222854","Sev-2: High","11/28/2017","Jocelyn Pade"
"222984","Sev-3: Medium","11/30/2017","Jocelyn Pade"
"221075","Sev-2: High","11/1/2017","Miriam Rios"
"221105","Sev-2: High","11/1/2017","Miriam Rios"
"221125","Sev-2: High","11/1/2017","Miriam Rios"
"221128","Sev-2: High","11/1/2017","Miriam Rios"
"221147","Sev-2: High","11/1/2017","Miriam Rios"
"221163","Sev-2: High","11/2/2017","Miriam Rios"
"221169","Sev-2: High","11/2/2017","Miriam Rios"
"221181","Sev-2: High","11/2/2017","Miriam Rios"
"221182","Sev-2: High","11/2/2017","Miriam Rios"
"221224","Sev-2: High","11/2/2017","Miriam Rios"
"221229","Sev-2: High","11/2/2017","Miriam Rios"
"221257","Sev-2: High","11/2/2017","Miriam Rios"
"221275","Sev-2: High","11/3/2017","Miriam Rios"
"221284","Sev-2: High","11/3/2017","Miriam Rios"
"221288","Sev-2: High","11/3/2017","Miriam Rios"
"221290","Sev-2: High","11/3/2017","Miriam Rios"
"221297","Sev-2: High","11/3/2017","Miriam Rios"
"221303","Sev-2: High","11/3/2017","Miriam Rios"
"221307","Sev-2: High","11/3/2017","Miriam Rios"
"221313","Sev-2: High","11/3/2017","Miriam Rios"
"221315","Sev-2: High","11/3/2017","Miriam Rios"
"221323","Sev-2: High","11/3/2017","Miriam Rios"
"221354","Sev-2: High","11/5/2017","Miriam Rios"
"221371","Sev-2: High","11/6/2017","Miriam Rios"
"221380","Sev-2: High","11/6/2017","Miriam Rios"
"221381","Sev-2: High","11/6/2017","Miriam Rios"
"221443","Sev-2: High","11/6/2017","Miriam Rios"
"221453","Sev-2: High","11/6/2017","Miriam Rios"
"221454","Sev-2: High","11/6/2017","Miriam Rios"
"221456","Sev-2: High","11/6/2017","Miriam Rios"
"221477","Sev-2: High","11/6/2017","Miriam Rios"
"221480","Sev-2: High","11/6/2017","Miriam Rios"
"221481","Sev-2: High","11/6/2017","Miriam Rios"
"221499","Sev-2: High","11/7/2017","Miriam Rios"
"221524","Sev-2: High","11/7/2017","Miriam Rios"
"221548","Sev-2: High","11/7/2017","Miriam Rios"
"221573","Sev-2: High","11/7/2017","Miriam Rios"
"221578","Sev-2: High","11/7/2017","Miriam Rios"
"221592","Sev-2: High","11/7/2017","Miriam Rios"
"221594","Sev-2: High","11/8/2017","Miriam Rios"
"221628","Sev-2: High","11/8/2017","Miriam Rios"
"221634","Sev-2: High","11/8/2017","Miriam Rios"
"221636","Sev-2: High","11/8/2017","Miriam Rios"
"221657","Sev-2: High","11/8/2017","Miriam Rios"
"221672","Sev-2: High","11/8/2017","Miriam Rios"
"221686","Sev-2: High","11/9/2017","Miriam Rios"
"221692","Sev-2: High","11/9/2017","Miriam Rios"
"221713","Sev-2: High","11/9/2017","Miriam Rios"
"221720","Sev-2: High","11/9/2017","Miriam Rios"
"221745","Sev-2: High","11/9/2017","Miriam Rios"
"221754","Sev-2: High","11/9/2017","Miriam Rios"
"221774","Sev-2: High","11/9/2017","Miriam Rios"
"221783","Sev-2: High","11/9/2017","Miriam Rios"
"221790","Sev-2: High","11/10/2017","Miriam Rios"
"221791","Sev-2: High","11/10/2017","Miriam Rios"
"221809","Sev-2: High","11/10/2017","Miriam Rios"
"221810","Sev-2: High","11/10/2017","Miriam Rios"
"221860","Sev-2: High","11/11/2017","Miriam Rios"
"221867","Sev-2: High","11/12/2017","Miriam Rios"
"221877","Sev-2: High","11/13/2017","Miriam Rios"
"221939","Sev-2: High","11/13/2017","Miriam Rios"
"221957","Sev-2: High","11/13/2017","Miriam Rios"
"221962","Sev-2: High","11/13/2017","Miriam Rios"
"221972","Sev-2: High","11/14/2017","Miriam Rios"
"221980","Sev-2: High","11/14/2017","Miriam Rios"
"222020","Sev-2: High","11/14/2017","Miriam Rios"
"222063","Sev-2: High","11/14/2017","Miriam Rios"
"222083","Sev-2: High","11/15/2017","Miriam Rios"
"222097","Sev-2: High","11/15/2017","Miriam Rios"
"222100","Sev-2: High","11/15/2017","Miriam Rios"
"222109","Sev-2: High","11/15/2017","Miriam Rios"
"222119","Sev-2: High","11/15/2017","Miriam Rios"
"222124","Sev-2: High","11/15/2017","Miriam Rios"
"222152","Sev-2: High","11/15/2017","Miriam Rios"
"222166","Sev-2: High","11/15/2017","Miriam Rios"
"222182","Sev-2: High","11/16/2017","Miriam Rios"
"222240","Sev-2: High","11/16/2017","Miriam Rios"
"222241","Sev-1: Mission Critical","11/16/2017","Miriam Rios"
"222248","Sev-2: High","11/16/2017","Miriam Rios"
"222271","Sev-2: High","11/16/2017","Miriam Rios"
"222279","Sev-2: High","11/17/2017","Miriam Rios"
"222326","Sev-2: High","11/17/2017","Miriam Rios"
"222382","Sev-2: High","11/18/2017","Miriam Rios"
"222438","Sev-2: High","11/20/2017","Miriam Rios"
"222446","Sev-2: High","11/20/2017","Miriam Rios"
"222461","Sev-2: High","11/20/2017","Miriam Rios"
"222482","Sev-2: High","11/20/2017","Miriam Rios"
"222502","Sev-2: High","11/21/2017","Miriam Rios"
"222514","Sev-2: High","11/21/2017","Miriam Rios"
"222551","Sev-2: High","11/21/2017","Miriam Rios"
"222556","Sev-2: High","11/22/2017","Miriam Rios"
"222604","Sev-2: High","11/22/2017","Miriam Rios"
"222648","Sev-1: Mission Critical","11/24/2017","Miriam Rios"
"222663","Sev-2: High","11/24/2017","Miriam Rios"
"222670","Sev-2: High","11/24/2017","Miriam Rios"
"222687","Sev-1: Mission Critical","11/26/2017","Miriam Rios"
"222708","Sev-2: High","11/27/2017","Miriam Rios"
"222726","Sev-2: High","11/27/2017","Miriam Rios"
"222757","Sev-2: High","11/27/2017","Miriam Rios"
"222773","Sev-2: High","11/27/2017","Miriam Rios"
"222794","Sev-2: High","11/28/2017","Miriam Rios"
"222797","Sev-1: Mission Critical","11/28/2017","Miriam Rios"
"222798","Sev-2: High","11/28/2017","Miriam Rios"
"222801","Sev-2: High","11/28/2017","Miriam Rios"
"222811","Sev-2: High","11/28/2017","Miriam Rios"
"222830","Sev-2: High","11/28/2017","Miriam Rios"
"222874","Sev-2: High","11/28/2017","Miriam Rios"
"222884","Sev-2: High","11/29/2017","Miriam Rios"
"222886","Sev-2: High","11/29/2017","Miriam Rios"
"222902","Sev-2: High","11/29/2017","Miriam Rios"
"222912","Sev-2: High","11/29/2017","Miriam Rios"
"222932","Sev-2: High","11/29/2017","Miriam Rios"
"222941","Sev-2: High","11/29/2017","Miriam Rios"
"222957","Sev-2: High","11/29/2017","Miriam Rios"
"222962","Sev-2: High","11/29/2017","Miriam Rios"
"222966","Sev-2: High","11/29/2017","Miriam Rios"
"222968","Sev-2: High","11/29/2017","Miriam Rios"
"222992","Sev-2: High","11/30/2017","Miriam Rios"
"223033","Sev-2: High","11/30/2017","Miriam Rios"
"223037","Sev-2: High","11/30/2017","Miriam Rios"
"223053","Sev-2: High","11/30/2017","Miriam Rios"
"221062","Sev-2: High","11/1/2017","Sean Yates"
"221109","Sev-2: High","11/1/2017","Sean Yates"
"221139","Sev-2: High","11/1/2017","Sean Yates"
"221143","Sev-1: Mission Critical","11/1/2017","Sean Yates"
"221149","Sev-2: High","11/1/2017","Sean Yates"
"221154","Sev-2: High","11/1/2017","Sean Yates"
"221184","Sev-2: High","11/2/2017","Sean Yates"
"221340","Sev-2: High","11/3/2017","Sean Yates"
"221349","Sev-2: High","11/4/2017","Sean Yates"
"221369","Sev-2: High","11/6/2017","Sean Yates"
"221474","Sev-2: High","11/6/2017","Sean Yates"
"221482","Sev-2: High","11/6/2017","Sean Yates"
"221483","Sev-2: High","11/6/2017","Sean Yates"
"221602","Sev-2: High","11/8/2017","Sean Yates"
"221667","Sev-2: High","11/8/2017","Sean Yates"
"221794","Sev-2: High","11/10/2017","Sean Yates"
"221795","Sev-2: High","11/10/2017","Sean Yates"
"221845","Sev-2: High","11/10/2017","Sean Yates"
"221859","Sev-2: High","11/11/2017","Sean Yates"
"221922","Sev-2: High","11/13/2017","Sean Yates"
"221961","Sev-1: Mission Critical","11/13/2017","Sean Yates"
"221966","Sev-1: Mission Critical","11/13/2017","Sean Yates"
"221967","Sev-2: High","11/13/2017","Sean Yates"
"222023","Sev-2: High","11/14/2017","Sean Yates"
"222222","Sev-2: High","11/16/2017","Sean Yates"
"222228","Sev-2: High","11/16/2017","Sean Yates"
"222297","Sev-2: High","11/17/2017","Sean Yates"
"222305","Sev-3: Medium","11/17/2017","Sean Yates"
"222427","Sev-2: High","11/20/2017","Sean Yates"
"222445","Sev-2: High","11/20/2017","Sean Yates"
"222519","Sev-2: High","11/21/2017","Sean Yates"
"222524","Sev-2: High","11/21/2017","Sean Yates"
